Producto,Categoría,Cantidad,Precio Total,Fecha
"Frijol rojo 500g","Granos y cereales",6,491600.00,"2025-12-30 20:27:00"
"Avena Quaker 400g","Granos y cereales",3,491600.00,"2025-12-30 20:27:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,491600.00,"2025-12-30 20:27:00"
"Harina de Trigo 1Kg","Granos y cereales",3,491600.00,"2025-12-30 20:27:00"
"Leche Alqueria Entera 1L","Lacteos",6,491600.00,"2025-12-30 20:27:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,491600.00,"2025-12-30 20:27:00"
"Yogurt Alpina 1L","Lacteos",12,491600.00,"2025-12-30 20:27:00"
"Queso Campesino 500g","Lacteos",3,491600.00,"2025-12-30 20:27:00"
"Mantequilla 250g","Lacteos",4,491600.00,"2025-12-30 20:27:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",11,283800.00,"2025-12-30 12:30:00"
"Agua Cristal 600ml","Bebidas",4,283800.00,"2025-12-30 12:30:00"
"Cerveza Poker 330ml","Bebidas",10,283800.00,"2025-12-30 12:30:00"
"Atun Van Camps 160g","Enlatados",5,283800.00,"2025-12-30 12:30:00"
"Sardina Isabel 170g","Enlatados",2,283800.00,"2025-12-30 12:30:00"
"Salchicha Ranchera x5","Enlatados",5,283800.00,"2025-12-30 12:30:00"
"Papas Margarita Natural 30g","Snacks",6,283800.00,"2025-12-30 12:30:00"
"Galletas Festival Chocolate","Snacks",3,283800.00,"2025-12-30 12:30:00"
"Chocolate Jet 50g","Snacks",2,283800.00,"2025-12-30 12:30:00"
"Chocoramo","Snacks",11,283800.00,"2025-12-30 12:30:00"
"Azucar Manuelita 1Kg","Basicos hogar",10,283800.00,"2025-12-30 12:30:00"
"Cafe Sello Rojo 250g","Basicos hogar",9,283800.00,"2025-12-30 12:30:00"
"Arroz Diana 1Kg","Granos y cereales",6,752800.00,"2025-12-29 22:39:00"
"Arroz Roa 5Kg","Granos y cereales",4,752800.00,"2025-12-29 22:39:00"
"Lentejas 500g","Granos y cereales",3,752800.00,"2025-12-29 22:39:00"
"Frijol rojo 500g","Granos y cereales",4,752800.00,"2025-12-29 22:39:00"
"Pasta Doria Espagueti 250g","Granos y cereales",10,752800.00,"2025-12-29 22:39:00"
"Leche Alqueria Entera 1L","Lacteos",12,752800.00,"2025-12-29 22:39:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,752800.00,"2025-12-29 22:39:00"
"Yogurt Alpina 1L","Lacteos",3,752800.00,"2025-12-29 22:39:00"
"Queso Campesino 500g","Lacteos",3,752800.00,"2025-12-29 22:39:00"
"Mantequilla 250g","Lacteos",2,752800.00,"2025-12-29 22:39:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",12,752800.00,"2025-12-29 22:39:00"
"Jugo Hit Naranja 1L","Bebidas",3,752800.00,"2025-12-29 22:39:00"
"Agua Cristal 600ml","Bebidas",9,752800.00,"2025-12-29 22:39:00"
"Cerveza Poker 330ml","Bebidas",12,752800.00,"2025-12-29 22:39:00"
"Papel Higienico Familia x4","Aseo",3,752800.00,"2025-12-29 22:39:00"
"Atun Van Camps 160g","Enlatados",2,752800.00,"2025-12-29 22:39:00"
"Sardina Isabel 170g","Enlatados",4,752800.00,"2025-12-29 22:39:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,752800.00,"2025-12-29 22:39:00"
"Salchicha Ranchera x5","Enlatados",5,752800.00,"2025-12-29 22:39:00"
"Papas Margarita Natural 30g","Snacks",9,752800.00,"2025-12-29 22:39:00"
"Galletas Festival Chocolate","Snacks",10,752800.00,"2025-12-29 22:39:00"
"Chocolate Jet 50g","Snacks",4,752800.00,"2025-12-29 22:39:00"
"Chocoramo","Snacks",9,752800.00,"2025-12-29 22:39:00"
"Aceite Girasol 1L","Basicos hogar",11,752800.00,"2025-12-29 22:39:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,752800.00,"2025-12-29 22:39:00"
"Cafe Sello Rojo 250g","Basicos hogar",4,752800.00,"2025-12-29 22:39:00"
"Panela redonda 500g","Basicos hogar",5,752800.00,"2025-12-29 22:39:00"
"Huevos x30 unidades","Basicos hogar",3,752800.00,"2025-12-29 22:39:00"
"Arroz Diana 1Kg","Granos y cereales",8,329600.00,"2025-12-29 01:57:00"
"Arroz Roa 5Kg","Granos y cereales",7,329600.00,"2025-12-29 01:57:00"
"Lentejas 500g","Granos y cereales",8,329600.00,"2025-12-29 01:57:00"
"Frijol rojo 500g","Granos y cereales",5,329600.00,"2025-12-29 01:57:00"
"Avena Quaker 400g","Granos y cereales",3,329600.00,"2025-12-29 01:57:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,329600.00,"2025-12-29 01:57:00"
"Harina de Trigo 1Kg","Granos y cereales",7,329600.00,"2025-12-29 01:57:00"
"Leche Alqueria Entera 1L","Lacteos",10,329600.00,"2025-12-29 01:57:00"
"Leche Colanta Deslactosada 1L","Lacteos",8,213700.00,"2025-12-28 21:10:00"
"Yogurt Alpina 1L","Lacteos",10,213700.00,"2025-12-28 21:10:00"
"Queso Campesino 500g","Lacteos",5,213700.00,"2025-12-28 21:10:00"
"Mantequilla 250g","Lacteos",7,213700.00,"2025-12-28 21:10:00"
"Coca-Cola 350ml","Bebidas",10,213700.00,"2025-12-28 21:10:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",5,213700.00,"2025-12-28 21:10:00"
"Jugo Hit Naranja 1L","Bebidas",1,213700.00,"2025-12-28 21:10:00"
"Agua Cristal 600ml","Bebidas",4,213700.00,"2025-12-28 21:10:00"
"Cerveza Poker 330ml","Bebidas",5,157200.00,"2025-12-28 15:59:00"
"Jabon Rey 300g","Aseo",1,157200.00,"2025-12-28 15:59:00"
"Detergente Fab 1Kg","Aseo",3,157200.00,"2025-12-28 15:59:00"
"Papel Higienico Familia x4","Aseo",7,157200.00,"2025-12-28 15:59:00"
"Atun Van Camps 160g","Enlatados",3,157200.00,"2025-12-28 15:59:00"
"Sardina Isabel 170g","Enlatados",5,157200.00,"2025-12-28 15:59:00"
"Maiz tierno Zenú 300g","Enlatados",3,157200.00,"2025-12-28 15:59:00"
"Papas Margarita Natural 30g","Snacks",10,157200.00,"2025-12-28 15:59:00"
"Galletas Festival Chocolate","Snacks",9,398700.00,"2025-12-28 13:14:00"
"Chocolate Jet 50g","Snacks",7,398700.00,"2025-12-28 13:14:00"
"Chocoramo","Snacks",9,398700.00,"2025-12-28 13:14:00"
"Aceite Girasol 1L","Basicos hogar",4,398700.00,"2025-12-28 13:14:00"
"Azucar Manuelita 1Kg","Basicos hogar",13,398700.00,"2025-12-28 13:14:00"
"Cafe Sello Rojo 250g","Basicos hogar",13,398700.00,"2025-12-28 13:14:00"
"Panela redonda 500g","Basicos hogar",7,398700.00,"2025-12-28 13:14:00"
"Huevos x30 unidades","Basicos hogar",9,398700.00,"2025-12-28 13:14:00"
"Arroz Diana 1Kg","Granos y cereales",9,1178500.00,"2025-12-27 14:52:00"
"Arroz Roa 5Kg","Granos y cereales",10,1178500.00,"2025-12-27 14:52:00"
"Lentejas 500g","Granos y cereales",8,1178500.00,"2025-12-27 14:52:00"
"Frijol rojo 500g","Granos y cereales",4,1178500.00,"2025-12-27 14:52:00"
"Avena Quaker 400g","Granos y cereales",3,1178500.00,"2025-12-27 14:52:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,1178500.00,"2025-12-27 14:52:00"
"Leche Alqueria Entera 1L","Lacteos",16,1178500.00,"2025-12-27 14:52:00"
"Leche Colanta Deslactosada 1L","Lacteos",16,1178500.00,"2025-12-27 14:52:00"
"Yogurt Alpina 1L","Lacteos",8,1178500.00,"2025-12-27 14:52:00"
"Queso Campesino 500g","Lacteos",5,1178500.00,"2025-12-27 14:52:00"
"Coca-Cola 350ml","Bebidas",12,1178500.00,"2025-12-27 14:52:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,1178500.00,"2025-12-27 14:52:00"
"Jugo Hit Naranja 1L","Bebidas",3,1178500.00,"2025-12-27 14:52:00"
"Agua Cristal 600ml","Bebidas",10,1178500.00,"2025-12-27 14:52:00"
"Cerveza Poker 330ml","Bebidas",8,1178500.00,"2025-12-27 14:52:00"
"Detergente Fab 1Kg","Aseo",3,1178500.00,"2025-12-27 14:52:00"
"Cepillo de Dientes Colgate","Aseo",3,1178500.00,"2025-12-27 14:52:00"
"Atun Van Camps 160g","Enlatados",4,1178500.00,"2025-12-27 14:52:00"
"Frijoles enlatados Zenú 300g","Enlatados",4,1178500.00,"2025-12-27 14:52:00"
"Papas Margarita Natural 30g","Snacks",16,1178500.00,"2025-12-27 14:52:00"
"Galletas Festival Chocolate","Snacks",10,1178500.00,"2025-12-27 14:52:00"
"Chocoramo","Snacks",4,1178500.00,"2025-12-27 14:52:00"
"Aceite Girasol 1L","Basicos hogar",12,1178500.00,"2025-12-27 14:52:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,1178500.00,"2025-12-27 14:52:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,1178500.00,"2025-12-27 14:52:00"
"Panela redonda 500g","Basicos hogar",7,1178500.00,"2025-12-27 14:52:00"
"Huevos x30 unidades","Basicos hogar",12,1178500.00,"2025-12-27 14:52:00"
"Arroz Diana 1Kg","Granos y cereales",11,523400.00,"2025-12-26 20:55:00"
"Arroz Roa 5Kg","Granos y cereales",8,523400.00,"2025-12-26 20:55:00"
"Lentejas 500g","Granos y cereales",9,523400.00,"2025-12-26 20:55:00"
"Frijol rojo 500g","Granos y cereales",10,523400.00,"2025-12-26 20:55:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,523400.00,"2025-12-26 20:55:00"
"Harina de Trigo 1Kg","Granos y cereales",4,523400.00,"2025-12-26 20:55:00"
"Leche Alqueria Entera 1L","Lacteos",7,523400.00,"2025-12-26 20:55:00"
"Leche Colanta Deslactosada 1L","Lacteos",10,523400.00,"2025-12-26 20:55:00"
"Yogurt Alpina 1L","Lacteos",9,523400.00,"2025-12-26 20:55:00"
"Queso Campesino 500g","Lacteos",2,523400.00,"2025-12-26 20:55:00"
"Coca-Cola 350ml","Bebidas",5,523400.00,"2025-12-26 20:55:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",9,523400.00,"2025-12-26 20:55:00"
"Agua Cristal 600ml","Bebidas",10,523400.00,"2025-12-26 20:55:00"
"Cerveza Poker 330ml","Bebidas",5,523400.00,"2025-12-26 20:55:00"
"Aguardiante Antioqueno 375ml","Bebidas",1,296900.00,"2025-12-26 15:48:00"
"Atun Van Camps 160g","Enlatados",5,296900.00,"2025-12-26 15:48:00"
"Sardina Isabel 170g","Enlatados",3,296900.00,"2025-12-26 15:48:00"
"Frijoles enlatados Zenú 300g","Enlatados",4,296900.00,"2025-12-26 15:48:00"
"Salchicha Ranchera x5","Enlatados",1,296900.00,"2025-12-26 15:48:00"
"Papas Margarita Natural 30g","Snacks",11,296900.00,"2025-12-26 15:48:00"
"Galletas Festival Chocolate","Snacks",10,296900.00,"2025-12-26 15:48:00"
"Chocoramo","Snacks",8,296900.00,"2025-12-26 15:48:00"
"Aceite Girasol 1L","Basicos hogar",3,296900.00,"2025-12-26 15:48:00"
"Azucar Manuelita 1Kg","Basicos hogar",9,296900.00,"2025-12-26 15:48:00"
"Cafe Sello Rojo 250g","Basicos hogar",3,296900.00,"2025-12-26 15:48:00"
"Panela redonda 500g","Basicos hogar",5,296900.00,"2025-12-26 15:48:00"
"Huevos x30 unidades","Basicos hogar",4,296900.00,"2025-12-26 15:48:00"
"Arroz Diana 1Kg","Granos y cereales",5,823600.00,"2025-12-25 19:53:00"
"Arroz Roa 5Kg","Granos y cereales",10,823600.00,"2025-12-25 19:53:00"
"Pasta Doria Espagueti 250g","Granos y cereales",10,823600.00,"2025-12-25 19:53:00"
"Harina de Trigo 1Kg","Granos y cereales",1,823600.00,"2025-12-25 19:53:00"
"Leche Alqueria Entera 1L","Lacteos",10,823600.00,"2025-12-25 19:53:00"
"Leche Colanta Deslactosada 1L","Lacteos",9,823600.00,"2025-12-25 19:53:00"
"Yogurt Alpina 1L","Lacteos",10,823600.00,"2025-12-25 19:53:00"
"Mantequilla 250g","Lacteos",4,823600.00,"2025-12-25 19:53:00"
"Coca-Cola 350ml","Bebidas",7,823600.00,"2025-12-25 19:53:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",7,823600.00,"2025-12-25 19:53:00"
"Jugo Hit Naranja 1L","Bebidas",1,823600.00,"2025-12-25 19:53:00"
"Agua Cristal 600ml","Bebidas",3,823600.00,"2025-12-25 19:53:00"
"Cerveza Poker 330ml","Bebidas",5,823600.00,"2025-12-25 19:53:00"
"Papel Higienico Familia x4","Aseo",3,823600.00,"2025-12-25 19:53:00"
"Cepillo de Dientes Colgate","Aseo",1,823600.00,"2025-12-25 19:53:00"
"Frijoles enlatados Zenú 300g","Enlatados",4,823600.00,"2025-12-25 19:53:00"
"Salchicha Ranchera x5","Enlatados",4,823600.00,"2025-12-25 19:53:00"
"Papas Margarita Natural 30g","Snacks",7,823600.00,"2025-12-25 19:53:00"
"Galletas Festival Chocolate","Snacks",9,823600.00,"2025-12-25 19:53:00"
"Chocolate Jet 50g","Snacks",3,823600.00,"2025-12-25 19:53:00"
"Aceite Girasol 1L","Basicos hogar",7,823600.00,"2025-12-25 19:53:00"
"Sal Refisal 1Kg","Basicos hogar",2,823600.00,"2025-12-25 19:53:00"
"Cafe Sello Rojo 250g","Basicos hogar",9,823600.00,"2025-12-25 19:53:00"
"Huevos x30 unidades","Basicos hogar",8,823600.00,"2025-12-25 19:53:00"
"Galletas Festival Chocolate","Snacks",7,332000.00,"2025-12-24 23:33:00"
"Chocoramo","Snacks",5,332000.00,"2025-12-24 23:33:00"
"Aceite Girasol 1L","Basicos hogar",3,332000.00,"2025-12-24 23:33:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,332000.00,"2025-12-24 23:33:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,332000.00,"2025-12-24 23:33:00"
"Panela redonda 500g","Basicos hogar",5,332000.00,"2025-12-24 23:33:00"
"Huevos x30 unidades","Basicos hogar",10,332000.00,"2025-12-24 23:33:00"
"Queso Campesino 500g","Lacteos",2,148100.00,"2025-12-24 19:19:00"
"Coca-Cola 350ml","Bebidas",9,148100.00,"2025-12-24 19:19:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",8,148100.00,"2025-12-24 19:19:00"
"Jugo Hit Naranja 1L","Bebidas",5,148100.00,"2025-12-24 19:19:00"
"Cerveza Poker 330ml","Bebidas",6,148100.00,"2025-12-24 19:19:00"
"Cloro Blancox 500ml","Aseo",2,148100.00,"2025-12-24 19:19:00"
"Cepillo de Dientes Colgate","Aseo",2,148100.00,"2025-12-24 19:19:00"
"Sardina Isabel 170g","Enlatados",3,148100.00,"2025-12-24 19:19:00"
"Papas Margarita Natural 30g","Snacks",12,148100.00,"2025-12-24 19:19:00"
"Arroz Diana 1Kg","Granos y cereales",5,306200.00,"2025-12-24 18:27:00"
"Arroz Roa 5Kg","Granos y cereales",5,306200.00,"2025-12-24 18:27:00"
"Lentejas 500g","Granos y cereales",3,306200.00,"2025-12-24 18:27:00"
"Frijol rojo 500g","Granos y cereales",5,306200.00,"2025-12-24 18:27:00"
"Pasta Doria Espagueti 250g","Granos y cereales",5,306200.00,"2025-12-24 18:27:00"
"Harina de Trigo 1Kg","Granos y cereales",4,306200.00,"2025-12-24 18:27:00"
"Leche Alqueria Entera 1L","Lacteos",11,306200.00,"2025-12-24 18:27:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,306200.00,"2025-12-24 18:27:00"
"Yogurt Alpina 1L","Lacteos",4,306200.00,"2025-12-24 18:27:00"
"Papas Margarita Natural 30g","Snacks",6,228600.00,"2025-12-23 22:26:00"
"Galletas Festival Chocolate","Snacks",3,228600.00,"2025-12-23 22:26:00"
"Chocoramo","Snacks",9,228600.00,"2025-12-23 22:26:00"
"Aceite Girasol 1L","Basicos hogar",9,228600.00,"2025-12-23 22:26:00"
"Azucar Manuelita 1Kg","Basicos hogar",5,228600.00,"2025-12-23 22:26:00"
"Cafe Sello Rojo 250g","Basicos hogar",4,228600.00,"2025-12-23 22:26:00"
"Panela redonda 500g","Basicos hogar",3,228600.00,"2025-12-23 22:26:00"
"Huevos x30 unidades","Basicos hogar",3,228600.00,"2025-12-23 22:26:00"
"Arroz Diana 1Kg","Granos y cereales",9,269500.00,"2025-12-23 18:33:00"
"Frijol rojo 500g","Granos y cereales",11,269500.00,"2025-12-23 18:33:00"
"Pasta Doria Espagueti 250g","Granos y cereales",6,269500.00,"2025-12-23 18:33:00"
"Harina de Trigo 1Kg","Granos y cereales",3,269500.00,"2025-12-23 18:33:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,269500.00,"2025-12-23 18:33:00"
"Yogurt Alpina 1L","Lacteos",12,269500.00,"2025-12-23 18:33:00"
"Coca-Cola 350ml","Bebidas",10,269500.00,"2025-12-23 18:33:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",3,269500.00,"2025-12-23 18:33:00"
"Agua Cristal 600ml","Bebidas",3,116300.00,"2025-12-23 15:24:00"
"Cerveza Poker 330ml","Bebidas",10,116300.00,"2025-12-23 15:24:00"
"Aguardiante Antioqueno 375ml","Bebidas",1,116300.00,"2025-12-23 15:24:00"
"Jabon Rey 300g","Aseo",2,116300.00,"2025-12-23 15:24:00"
"Detergente Fab 1Kg","Aseo",2,116300.00,"2025-12-23 15:24:00"
"Papel Higienico Familia x4","Aseo",2,116300.00,"2025-12-23 15:24:00"
"Atun Van Camps 160g","Enlatados",4,116300.00,"2025-12-23 15:24:00"
"Sardina Isabel 170g","Enlatados",1,116300.00,"2025-12-23 15:24:00"
"Arroz Roa 5Kg","Granos y cereales",7,407500.00,"2025-12-22 22:02:00"
"Lentejas 500g","Granos y cereales",11,407500.00,"2025-12-22 22:02:00"
"Frijol rojo 500g","Granos y cereales",5,407500.00,"2025-12-22 22:02:00"
"Avena Quaker 400g","Granos y cereales",2,407500.00,"2025-12-22 22:02:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,407500.00,"2025-12-22 22:02:00"
"Harina de Trigo 1Kg","Granos y cereales",3,407500.00,"2025-12-22 22:02:00"
"Leche Alqueria Entera 1L","Lacteos",9,407500.00,"2025-12-22 22:02:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,407500.00,"2025-12-22 22:02:00"
"Yogurt Alpina 1L","Lacteos",7,407500.00,"2025-12-22 22:02:00"
"Mantequilla 250g","Lacteos",4,407500.00,"2025-12-22 22:02:00"
"Coca-Cola 350ml","Bebidas",6,407500.00,"2025-12-22 22:02:00"
"Jabon Rey 300g","Aseo",1,178200.00,"2025-12-22 13:45:00"
"Detergente Fab 1Kg","Aseo",1,178200.00,"2025-12-22 13:45:00"
"Atun Van Camps 160g","Enlatados",3,178200.00,"2025-12-22 13:45:00"
"Sardina Isabel 170g","Enlatados",5,178200.00,"2025-12-22 13:45:00"
"Salchicha Ranchera x5","Enlatados",3,178200.00,"2025-12-22 13:45:00"
"Papas Margarita Natural 30g","Snacks",11,178200.00,"2025-12-22 13:45:00"
"Chocolate Jet 50g","Snacks",2,178200.00,"2025-12-22 13:45:00"
"Chocoramo","Snacks",5,178200.00,"2025-12-22 13:45:00"
"Aceite Girasol 1L","Basicos hogar",5,178200.00,"2025-12-22 13:45:00"
"Azucar Manuelita 1Kg","Basicos hogar",5,178200.00,"2025-12-22 13:45:00"
"Panela redonda 500g","Basicos hogar",3,178200.00,"2025-12-22 13:45:00"
"Arroz Diana 1Kg","Granos y cereales",4,733500.00,"2025-12-21 22:11:00"
"Arroz Roa 5Kg","Granos y cereales",16,733500.00,"2025-12-21 22:11:00"
"Lentejas 500g","Granos y cereales",8,733500.00,"2025-12-21 22:11:00"
"Frijol rojo 500g","Granos y cereales",13,733500.00,"2025-12-21 22:11:00"
"Avena Quaker 400g","Granos y cereales",4,733500.00,"2025-12-21 22:11:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,733500.00,"2025-12-21 22:11:00"
"Harina de Trigo 1Kg","Granos y cereales",3,733500.00,"2025-12-21 22:11:00"
"Leche Alqueria Entera 1L","Lacteos",16,733500.00,"2025-12-21 22:11:00"
"Leche Colanta Deslactosada 1L","Lacteos",8,733500.00,"2025-12-21 22:11:00"
"Yogurt Alpina 1L","Lacteos",8,733500.00,"2025-12-21 22:11:00"
"Queso Campesino 500g","Lacteos",7,733500.00,"2025-12-21 22:11:00"
"Mantequilla 250g","Lacteos",3,733500.00,"2025-12-21 22:11:00"
"Coca-Cola 350ml","Bebidas",10,733500.00,"2025-12-21 22:11:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",8,733500.00,"2025-12-21 22:11:00"
"Agua Cristal 600ml","Bebidas",12,627800.00,"2025-12-21 18:45:00"
"Cerveza Poker 330ml","Bebidas",9,627800.00,"2025-12-21 18:45:00"
"Papel Higienico Familia x4","Aseo",3,627800.00,"2025-12-21 18:45:00"
"Sardina Isabel 170g","Enlatados",7,627800.00,"2025-12-21 18:45:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,627800.00,"2025-12-21 18:45:00"
"Maiz tierno Zenú 300g","Enlatados",3,627800.00,"2025-12-21 18:45:00"
"Papas Margarita Natural 30g","Snacks",9,627800.00,"2025-12-21 18:45:00"
"Galletas Festival Chocolate","Snacks",10,627800.00,"2025-12-21 18:45:00"
"Chocolate Jet 50g","Snacks",1,627800.00,"2025-12-21 18:45:00"
"Chocoramo","Snacks",12,627800.00,"2025-12-21 18:45:00"
"Aceite Girasol 1L","Basicos hogar",8,627800.00,"2025-12-21 18:45:00"
"Azucar Manuelita 1Kg","Basicos hogar",16,627800.00,"2025-12-21 18:45:00"
"Cafe Sello Rojo 250g","Basicos hogar",12,627800.00,"2025-12-21 18:45:00"
"Huevos x30 unidades","Basicos hogar",14,627800.00,"2025-12-21 18:45:00"
"Arroz Diana 1Kg","Granos y cereales",9,1190600.00,"2025-12-20 15:23:00"
"Arroz Roa 5Kg","Granos y cereales",12,1190600.00,"2025-12-20 15:23:00"
"Lentejas 500g","Granos y cereales",9,1190600.00,"2025-12-20 15:23:00"
"Frijol rojo 500g","Granos y cereales",5,1190600.00,"2025-12-20 15:23:00"
"Pasta Doria Espagueti 250g","Granos y cereales",10,1190600.00,"2025-12-20 15:23:00"
"Harina de Trigo 1Kg","Granos y cereales",3,1190600.00,"2025-12-20 15:23:00"
"Leche Alqueria Entera 1L","Lacteos",4,1190600.00,"2025-12-20 15:23:00"
"Leche Colanta Deslactosada 1L","Lacteos",13,1190600.00,"2025-12-20 15:23:00"
"Yogurt Alpina 1L","Lacteos",14,1190600.00,"2025-12-20 15:23:00"
"Mantequilla 250g","Lacteos",1,1190600.00,"2025-12-20 15:23:00"
"Coca-Cola 350ml","Bebidas",13,1190600.00,"2025-12-20 15:23:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",14,1190600.00,"2025-12-20 15:23:00"
"Jugo Hit Naranja 1L","Bebidas",7,1190600.00,"2025-12-20 15:23:00"
"Agua Cristal 600ml","Bebidas",5,1190600.00,"2025-12-20 15:23:00"
"Cerveza Poker 330ml","Bebidas",9,1190600.00,"2025-12-20 15:23:00"
"Detergente Fab 1Kg","Aseo",3,1190600.00,"2025-12-20 15:23:00"
"Papel Higienico Familia x4","Aseo",3,1190600.00,"2025-12-20 15:23:00"
"Sardina Isabel 170g","Enlatados",3,1190600.00,"2025-12-20 15:23:00"
"Maiz tierno Zenú 300g","Enlatados",3,1190600.00,"2025-12-20 15:23:00"
"Salchicha Ranchera x5","Enlatados",7,1190600.00,"2025-12-20 15:23:00"
"Papas Margarita Natural 30g","Snacks",12,1190600.00,"2025-12-20 15:23:00"
"Galletas Festival Chocolate","Snacks",5,1190600.00,"2025-12-20 15:23:00"
"Chocolate Jet 50g","Snacks",7,1190600.00,"2025-12-20 15:23:00"
"Chocoramo","Snacks",10,1190600.00,"2025-12-20 15:23:00"
"Aceite Girasol 1L","Basicos hogar",7,1190600.00,"2025-12-20 15:23:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,1190600.00,"2025-12-20 15:23:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,1190600.00,"2025-12-20 15:23:00"
"Panela redonda 500g","Basicos hogar",7,1190600.00,"2025-12-20 15:23:00"
"Huevos x30 unidades","Basicos hogar",14,1190600.00,"2025-12-20 15:23:00"
"Leche Colanta Deslactosada 1L","Lacteos",5,137000.00,"2025-12-20 01:17:00"
"Yogurt Alpina 1L","Lacteos",11,137000.00,"2025-12-20 01:17:00"
"Queso Campesino 500g","Lacteos",1,137000.00,"2025-12-20 01:17:00"
"Coca-Cola 350ml","Bebidas",11,137000.00,"2025-12-20 01:17:00"
"Agua Cristal 600ml","Bebidas",11,137000.00,"2025-12-20 01:17:00"
"Arroz Diana 1Kg","Granos y cereales",9,160500.00,"2025-12-19 22:15:00"
"Arroz Roa 5Kg","Granos y cereales",4,160500.00,"2025-12-19 22:15:00"
"Frijol rojo 500g","Granos y cereales",3,160500.00,"2025-12-19 22:15:00"
"Pasta Doria Espagueti 250g","Granos y cereales",3,160500.00,"2025-12-19 22:15:00"
"Leche Alqueria Entera 1L","Lacteos",5,160500.00,"2025-12-19 22:15:00"
"Cerveza Poker 330ml","Bebidas",4,67800.00,"2025-12-19 19:59:00"
"Cloro Blancox 500ml","Aseo",2,67800.00,"2025-12-19 19:59:00"
"Atun Van Camps 160g","Enlatados",3,67800.00,"2025-12-19 19:59:00"
"Papas Margarita Natural 30g","Snacks",12,67800.00,"2025-12-19 19:59:00"
"Galletas Festival Chocolate","Snacks",6,67800.00,"2025-12-19 19:59:00"
"Chocoramo","Snacks",3,251700.00,"2025-12-19 17:32:00"
"Aceite Girasol 1L","Basicos hogar",9,251700.00,"2025-12-19 17:32:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,251700.00,"2025-12-19 17:32:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,251700.00,"2025-12-19 17:32:00"
"Huevos x30 unidades","Basicos hogar",3,251700.00,"2025-12-19 17:32:00"
"Salchicha Ranchera x5","Enlatados",2,236600.00,"2025-12-18 20:24:00"
"Papas Margarita Natural 30g","Snacks",10,236600.00,"2025-12-18 20:24:00"
"Galletas Festival Chocolate","Snacks",5,236600.00,"2025-12-18 20:24:00"
"Chocoramo","Snacks",11,236600.00,"2025-12-18 20:24:00"
"Aceite Girasol 1L","Basicos hogar",4,236600.00,"2025-12-18 20:24:00"
"Azucar Manuelita 1Kg","Basicos hogar",12,236600.00,"2025-12-18 20:24:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,236600.00,"2025-12-18 20:24:00"
"Huevos x30 unidades","Basicos hogar",3,236600.00,"2025-12-18 20:24:00"
"Arroz Diana 1Kg","Granos y cereales",8,392600.00,"2025-12-18 20:07:00"
"Arroz Roa 5Kg","Granos y cereales",9,392600.00,"2025-12-18 20:07:00"
"Lentejas 500g","Granos y cereales",10,392600.00,"2025-12-18 20:07:00"
"Avena Quaker 400g","Granos y cereales",2,392600.00,"2025-12-18 20:07:00"
"Pasta Doria Espagueti 250g","Granos y cereales",11,392600.00,"2025-12-18 20:07:00"
"Harina de Trigo 1Kg","Granos y cereales",3,392600.00,"2025-12-18 20:07:00"
"Leche Alqueria Entera 1L","Lacteos",9,392600.00,"2025-12-18 20:07:00"
"Leche Colanta Deslactosada 1L","Lacteos",11,392600.00,"2025-12-18 20:07:00"
"Yogurt Alpina 1L","Lacteos",12,145600.00,"2025-12-18 19:50:00"
"Coca-Cola 350ml","Bebidas",5,145600.00,"2025-12-18 19:50:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,145600.00,"2025-12-18 19:50:00"
